,block_id,subject_id,trial_id,roi_id,roi_label,fix_id,duration,start_fix,stop_fix,x_fix,y_fix,index,bottom_right_x,bottom_right_xy,bottom_right_y,start_roi,stop_roi,top_left_x,top_left_xy,top_left_y,level_0,phase
0,2,2100,1.0,1.0,scene_1,1,672.0,7,679.0,644.1,473.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
1,1,1020,1.0,1.0,scene_1,1,672.0,7,679.0,644.1,473.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
2,2,2100,1.0,1.0,scene_1,2,431.0,701,1132.0,680.8,425.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
3,1,1020,1.0,1.0,scene_1,2,431.0,701,1132.0,680.8,425.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
4,2,2100,1.0,1.0,scene_1,3,226.0,1181,1407.0,437.5,311.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
5,1,1020,1.0,1.0,scene_1,3,226.0,1181,1407.0,437.5,311.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
6,2,2100,1.0,1.0,scene_1,4,218.0,1447,1665.0,633.2,509.3,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
7,1,1020,1.0,1.0,scene_1,4,218.0,1447,1665.0,633.2,509.3,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
8,2,2100,1.0,1.0,scene_1,5,252.0,1690,1942.0,611.2,407.5,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
9,1,1020,1.0,1.0,scene_1,5,252.0,1690,1942.0,611.2,407.5,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
10,2,2100,1.0,1.0,scene_1,6,254.0,1993,2247.0,365.8,310.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
11,1,1020,1.0,1.0,scene_1,6,254.0,1993,2247.0,365.8,310.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
12,2,2100,1.0,1.0,scene_1,7,113.0,2309,2422.0,643.3,546.5,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
13,1,1020,1.0,1.0,scene_1,7,113.0,2309,2422.0,643.3,546.5,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
14,2,2100,1.0,1.0,scene_1,8,477.0,2444,2921.0,625.0,511.7,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
15,1,1020,1.0,1.0,scene_1,8,477.0,2444,2921.0,625.0,511.7,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
16,2,2100,1.0,1.0,scene_1,9,203.0,2946,3149.0,685.2,467.4,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
17,1,1020,1.0,1.0,scene_1,9,203.0,2946,3149.0,685.2,467.4,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
18,2,2100,1.0,1.0,scene_1,10,200.0,3184,3384.0,853.3,434.7,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
19,1,1020,1.0,1.0,scene_1,10,200.0,3184,3384.0,853.3,434.7,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
20,2,2100,1.0,1.0,scene_1,11,155.0,3442,3597.0,800.9,911.4,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
21,2,2100,1.0,3.0,scene_2,11,155.0,3442,3597.0,800.9,911.4,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
22,1,1020,1.0,1.0,scene_1,11,155.0,3442,3597.0,800.9,911.4,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
23,1,1020,1.0,3.0,scene_2,11,155.0,3442,3597.0,800.9,911.4,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
24,2,2100,1.0,3.0,scene_2,12,231.0,3649,3880.0,628.5,505.8,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
25,1,1020,1.0,3.0,scene_2,12,231.0,3649,3880.0,628.5,505.8,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
26,2,2100,1.0,3.0,scene_2,13,677.0,3899,4576.0,599.4,499.7,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
27,1,1020,1.0,3.0,scene_2,13,677.0,3899,4576.0,599.4,499.7,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
28,2,2100,1.0,3.0,scene_2,14,382.0,4583,4965.0,601.5,515.5,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
29,1,1020,1.0,3.0,scene_2,14,382.0,4583,4965.0,601.5,515.5,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
30,2,2100,1.0,3.0,scene_2,15,286.0,4976,5262.0,587.0,502.0,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
31,1,1020,1.0,3.0,scene_2,15,286.0,4976,5262.0,587.0,502.0,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
32,2,2100,1.0,1.0,scene_1,514,360.0,7,367.0,646.3,507.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
33,1,1020,1.0,1.0,scene_1,514,360.0,7,367.0,646.3,507.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
34,2,2100,1.0,1.0,scene_1,515,160.0,392,552.0,595.9,593.3,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
35,1,1020,1.0,1.0,scene_1,515,160.0,392,552.0,595.9,593.3,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
36,2,2100,1.0,1.0,scene_1,516,514.0,577,1091.0,588.6,636.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
37,1,1020,1.0,1.0,scene_1,516,514.0,577,1091.0,588.6,636.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
38,2,2100,1.0,1.0,scene_1,517,163.0,1154,1317.0,522.6,411.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
39,1,1020,1.0,1.0,scene_1,517,163.0,1154,1317.0,522.6,411.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
40,2,2100,1.0,1.0,scene_1,518,293.0,1388,1681.0,296.5,240.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
41,1,1020,1.0,1.0,scene_1,518,293.0,1388,1681.0,296.5,240.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
42,2,2100,1.0,1.0,scene_1,519,230.0,1734,1964.0,214.6,355.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
43,1,1020,1.0,1.0,scene_1,519,230.0,1734,1964.0,214.6,355.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
44,2,2100,1.0,1.0,scene_1,520,177.0,2020,2197.0,520.6,305.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
45,1,1020,1.0,1.0,scene_1,520,177.0,2020,2197.0,520.6,305.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
46,2,2100,1.0,1.0,scene_1,521,89.0,2261,2350.0,946.9,272.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
47,1,1020,1.0,1.0,scene_1,521,89.0,2261,2350.0,946.9,272.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
48,2,2100,1.0,1.0,scene_1,522,146.0,2415,2561.0,627.3,444.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
49,1,1020,1.0,1.0,scene_1,522,146.0,2415,2561.0,627.3,444.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
50,2,2100,1.0,1.0,scene_1,523,107.0,2596,2703.0,659.3,496.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
51,1,1020,1.0,1.0,scene_1,523,107.0,2596,2703.0,659.3,496.2,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
52,2,2100,1.0,1.0,scene_1,524,206.0,2751,2957.0,598.6,867.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
53,1,1020,1.0,1.0,scene_1,524,206.0,2751,2957.0,598.6,867.0,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
54,2,2100,1.0,1.0,scene_1,525,148.0,2983,3131.0,577.4,909.6,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
55,1,1020,1.0,1.0,scene_1,525,148.0,2983,3131.0,577.4,909.6,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
56,2,2100,1.0,1.0,scene_1,526,421.0,3194,3615.0,664.8,512.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,0,test
57,2,2100,1.0,3.0,scene_2,526,421.0,3194,3615.0,664.8,512.8,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
58,1,1020,1.0,1.0,scene_1,526,421.0,3194,3615.0,664.8,512.8,0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,36,test
59,1,1020,1.0,3.0,scene_2,526,421.0,3194,3615.0,664.8,512.8,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
60,2,2100,1.0,3.0,scene_2,527,228.0,3672,3900.0,714.6,830.6,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
61,1,1020,1.0,3.0,scene_2,527,228.0,3672,3900.0,714.6,830.6,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
62,2,2100,1.0,3.0,scene_2,528,126.0,3949,4075.0,893.3,964.9,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
63,1,1020,1.0,3.0,scene_2,528,126.0,3949,4075.0,893.3,964.9,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
64,2,2100,1.0,3.0,scene_2,529,262.0,4515,4777.0,659.0,579.7,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
65,1,1020,1.0,3.0,scene_2,529,262.0,4515,4777.0,659.0,579.7,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
66,2,2100,1.0,3.0,scene_2,530,443.0,4820,5263.0,672.3,508.6,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,0,test
67,1,1020,1.0,3.0,scene_2,530,443.0,4820,5263.0,672.3,508.6,0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,36,test
68,2,2100,2.0,1.0,scene_1,16,555.0,7,562.0,633.6,526.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
69,1,1020,2.0,1.0,scene_1,16,555.0,7,562.0,633.6,526.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
70,2,2100,2.0,1.0,scene_1,17,143.0,600,743.0,661.2,408.3,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
71,1,1020,2.0,1.0,scene_1,17,143.0,600,743.0,661.2,408.3,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
72,2,2100,2.0,1.0,scene_1,18,514.0,770,1284.0,634.3,299.1,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
73,1,1020,2.0,1.0,scene_1,18,514.0,770,1284.0,634.3,299.1,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
74,2,2100,2.0,1.0,scene_1,19,995.0,1327,2322.0,636.1,475.5,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
75,1,1020,2.0,1.0,scene_1,19,995.0,1327,2322.0,636.1,475.5,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
76,2,2100,2.0,1.0,scene_1,20,445.0,2346,2791.0,610.1,553.4,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
77,1,1020,2.0,1.0,scene_1,20,445.0,2346,2791.0,610.1,553.4,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
78,2,2100,2.0,1.0,scene_1,21,557.0,2802,3359.0,618.2,542.4,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
79,1,1020,2.0,1.0,scene_1,21,557.0,2802,3359.0,618.2,542.4,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
80,2,2100,2.0,1.0,scene_1,22,187.0,3418,3605.0,510.1,959.1,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
81,2,2100,2.0,3.0,scene_2,22,187.0,3418,3605.0,510.1,959.1,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
82,1,1020,2.0,1.0,scene_1,22,187.0,3418,3605.0,510.1,959.1,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
83,1,1020,2.0,3.0,scene_2,22,187.0,3418,3605.0,510.1,959.1,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
84,2,2100,2.0,3.0,scene_2,23,152.0,3658,3810.0,607.1,489.7,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
85,1,1020,2.0,3.0,scene_2,23,152.0,3658,3810.0,607.1,489.7,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
86,2,2100,2.0,3.0,scene_2,24,432.0,3832,4264.0,648.5,547.1,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
87,1,1020,2.0,3.0,scene_2,24,432.0,3832,4264.0,648.5,547.1,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
88,2,2100,2.0,3.0,scene_2,25,411.0,4283,4694.0,602.3,522.2,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
89,1,1020,2.0,3.0,scene_2,25,411.0,4283,4694.0,602.3,522.2,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
90,2,2100,2.0,3.0,scene_2,26,563.0,4703,5266.0,610.0,532.4,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
91,1,1020,2.0,3.0,scene_2,26,563.0,4703,5266.0,610.0,532.4,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
92,2,2100,2.0,1.0,scene_1,531,422.0,7,429.0,688.6,536.9,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
93,1,1020,2.0,1.0,scene_1,531,422.0,7,429.0,688.6,536.9,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
94,2,2100,2.0,1.0,scene_1,532,204.0,478,682.0,639.6,288.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
95,1,1020,2.0,1.0,scene_1,532,204.0,478,682.0,639.6,288.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
96,2,2100,2.0,1.0,scene_1,533,564.0,735,1299.0,652.0,591.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
97,1,1020,2.0,1.0,scene_1,533,564.0,735,1299.0,652.0,591.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
98,2,2100,2.0,1.0,scene_1,534,285.0,1326,1611.0,618.8,539.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
99,1,1020,2.0,1.0,scene_1,534,285.0,1326,1611.0,618.8,539.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
100,2,2100,2.0,1.0,scene_1,535,219.0,1641,1860.0,657.6,512.5,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
101,1,1020,2.0,1.0,scene_1,535,219.0,1641,1860.0,657.6,512.5,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
102,2,2100,2.0,1.0,scene_1,536,266.0,1892,2158.0,626.4,427.8,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
103,1,1020,2.0,1.0,scene_1,536,266.0,1892,2158.0,626.4,427.8,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
104,2,2100,2.0,1.0,scene_1,537,167.0,2181,2348.0,643.6,497.5,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
105,1,1020,2.0,1.0,scene_1,537,167.0,2181,2348.0,643.6,497.5,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
106,2,2100,2.0,1.0,scene_1,538,290.0,2370,2660.0,636.4,525.8,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
107,1,1020,2.0,1.0,scene_1,538,290.0,2370,2660.0,636.4,525.8,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
108,2,2100,2.0,1.0,scene_1,539,133.0,2677,2810.0,628.1,531.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
109,1,1020,2.0,1.0,scene_1,539,133.0,2677,2810.0,628.1,531.2,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
110,2,2100,2.0,1.0,scene_1,540,337.0,2852,3189.0,616.7,393.1,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
111,1,1020,2.0,1.0,scene_1,540,337.0,2852,3189.0,616.7,393.1,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
112,2,2100,2.0,1.0,scene_1,541,151.0,3216,3367.0,634.8,488.6,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
113,1,1020,2.0,1.0,scene_1,541,151.0,3216,3367.0,634.8,488.6,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
114,2,2100,2.0,1.0,scene_1,542,279.0,3391,3670.0,627.2,533.6,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1,study
115,2,2100,2.0,3.0,scene_2,542,279.0,3391,3670.0,627.2,533.6,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
116,1,1020,2.0,1.0,scene_1,542,279.0,3391,3670.0,627.2,533.6,1,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,37,study
117,1,1020,2.0,3.0,scene_2,542,279.0,3391,3670.0,627.2,533.6,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
118,2,2100,2.0,3.0,scene_2,543,130.0,3746,3876.0,206.2,423.5,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
119,1,1020,2.0,3.0,scene_2,543,130.0,3746,3876.0,206.2,423.5,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
120,2,2100,2.0,4.0,target,544,204.0,3932,4136.0,537.9,431.7,1,566.0,nan,490.0,3501.0,8000.0,266.0,nan,150.0,1,study
121,1,1020,2.0,4.0,target,544,204.0,3932,4136.0,537.9,431.7,1,566.0,nan,490.0,3501.0,8000.0,266.0,nan,150.0,37,study
122,2,2100,2.0,5.0,lure,544,204.0,3932,4136.0,537.9,431.7,1,566.0,nan,490.0,3501.0,8000.0,266.0,nan,150.0,1,study
123,1,1020,2.0,5.0,lure,544,204.0,3932,4136.0,537.9,431.7,1,566.0,nan,490.0,3501.0,8000.0,266.0,nan,150.0,37,study
124,2,2100,2.0,3.0,scene_2,544,204.0,3932,4136.0,537.9,431.7,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
125,1,1020,2.0,3.0,scene_2,544,204.0,3932,4136.0,537.9,431.7,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
126,2,2100,2.0,3.0,scene_2,545,182.0,4163,4345.0,627.2,474.0,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
127,1,1020,2.0,3.0,scene_2,545,182.0,4163,4345.0,627.2,474.0,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
128,2,2100,2.0,3.0,scene_2,546,254.0,4370,4624.0,635.3,526.0,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
129,1,1020,2.0,3.0,scene_2,546,254.0,4370,4624.0,635.3,526.0,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
130,2,2100,2.0,3.0,scene_2,547,236.0,4674,4910.0,485.9,515.5,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
131,1,1020,2.0,3.0,scene_2,547,236.0,4674,4910.0,485.9,515.5,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
132,2,2100,2.0,3.0,scene_2,548,174.0,4961,5135.0,520.2,895.6,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
133,1,1020,2.0,3.0,scene_2,548,174.0,4961,5135.0,520.2,895.6,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
134,2,2100,2.0,3.0,scene_2,549,67.0,5198,5265.0,648.7,480.8,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,1,study
135,1,1020,2.0,3.0,scene_2,549,67.0,5198,5265.0,648.7,480.8,1,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,37,study
136,2,2100,3.0,1.0,scene_1,27,508.0,7,515.0,643.5,526.9,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
137,1,1020,3.0,1.0,scene_1,27,508.0,7,515.0,643.5,526.9,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
138,2,2100,3.0,1.0,scene_1,28,142.0,547,689.0,729.6,565.7,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
139,1,1020,3.0,1.0,scene_1,28,142.0,547,689.0,729.6,565.7,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
140,2,2100,3.0,1.0,scene_1,29,425.0,738,1163.0,340.8,596.5,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
141,1,1020,3.0,1.0,scene_1,29,425.0,738,1163.0,340.8,596.5,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
142,2,2100,3.0,1.0,scene_1,30,384.0,1211,1595.0,744.4,585.9,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
143,1,1020,3.0,1.0,scene_1,30,384.0,1211,1595.0,744.4,585.9,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
144,2,2100,3.0,1.0,scene_1,31,531.0,1630,2161.0,856.3,543.7,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
145,1,1020,3.0,1.0,scene_1,31,531.0,1630,2161.0,856.3,543.7,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
146,2,2100,3.0,1.0,scene_1,32,239.0,2205,2444.0,617.4,561.6,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
147,1,1020,3.0,1.0,scene_1,32,239.0,2205,2444.0,617.4,561.6,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
148,2,2100,3.0,1.0,scene_1,33,154.0,2497,2651.0,507.9,953.0,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
149,1,1020,3.0,1.0,scene_1,33,154.0,2497,2651.0,507.9,953.0,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
150,2,2100,3.0,1.0,scene_1,34,184.0,2726,2910.0,599.6,545.5,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
151,1,1020,3.0,1.0,scene_1,34,184.0,2726,2910.0,599.6,545.5,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
152,2,2100,3.0,1.0,scene_1,35,313.0,2931,3244.0,643.0,563.0,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
153,1,1020,3.0,1.0,scene_1,35,313.0,2931,3244.0,643.0,563.0,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
154,2,2100,3.0,1.0,scene_1,36,169.0,3306,3475.0,831.1,950.4,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2,test
155,1,1020,3.0,1.0,scene_1,36,169.0,3306,3475.0,831.1,950.4,2,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,38,test
156,2,2100,3.0,3.0,scene_2,37,184.0,3532,3716.0,723.9,517.8,2,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,2,test
157,1,1020,3.0,3.0,scene_2,37,184.0,3532,3716.0,723.9,517.8,2,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,38,test
