,block_id,subject_id,trial_id,roi_id,roi_label,fix_id,duration,start_fix,stop_fix,x_fix,y_fix,index,bottom_right_x,bottom_right_xy,bottom_right_y,start_roi,stop_roi,top_left_x,top_left_xy,top_left_y,constrained_start,constrained_stop,level_0,phase
0,2,2100,1.0,4.0,target,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1,2,2100,1.0,4.0,target,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2,1,1020,1.0,4.0,target,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3,1,1020,1.0,4.0,target,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4,2,2100,1.0,5.0,lure,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5,2,2100,1.0,5.0,lure,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6,1,1020,1.0,5.0,lure,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7,1,1020,1.0,5.0,lure,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8,2,2100,1.0,1.0,scene_1,1,672.0,7.0,679.0,644.1,473.2,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,7.0,679.0,0.0,test
9,2,2100,1.0,2.0,possible_answers,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10,2,2100,1.0,3.0,scene_2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,1,1020,1.0,1.0,scene_1,1,672.0,7.0,679.0,644.1,473.2,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,7.0,679.0,36.0,test
12,1,1020,1.0,2.0,possible_answers,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,1,1020,1.0,3.0,scene_2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,2,2100,1.0,4.0,target,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,2,2100,1.0,4.0,target,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,1,1020,1.0,4.0,target,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,1,1020,1.0,4.0,target,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,2,2100,1.0,5.0,lure,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,2,2100,1.0,5.0,lure,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,1,1020,1.0,5.0,lure,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,1,1020,1.0,5.0,lure,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,2,2100,1.0,1.0,scene_1,2,431.0,701.0,1132.0,680.8,425.0,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,701.0,1132.0,0.0,test
23,2,2100,1.0,2.0,possible_answers,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,2,2100,1.0,3.0,scene_2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,1,1020,1.0,1.0,scene_1,2,431.0,701.0,1132.0,680.8,425.0,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,701.0,1132.0,36.0,test
26,1,1020,1.0,2.0,possible_answers,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,1,1020,1.0,3.0,scene_2,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,2,2100,1.0,4.0,target,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,2,2100,1.0,4.0,target,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,1,1020,1.0,4.0,target,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,1,1020,1.0,4.0,target,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,2,2100,1.0,5.0,lure,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,2,2100,1.0,5.0,lure,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,1,1020,1.0,5.0,lure,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,1,1020,1.0,5.0,lure,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,2,2100,1.0,1.0,scene_1,3,226.0,1181.0,1407.0,437.5,311.8,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1181.0,1407.0,0.0,test
37,2,2100,1.0,2.0,possible_answers,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,2,2100,1.0,3.0,scene_2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,1,1020,1.0,1.0,scene_1,3,226.0,1181.0,1407.0,437.5,311.8,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1181.0,1407.0,36.0,test
40,1,1020,1.0,2.0,possible_answers,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,1,1020,1.0,3.0,scene_2,3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,2,2100,1.0,4.0,target,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,2,2100,1.0,4.0,target,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,1,1020,1.0,4.0,target,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,1,1020,1.0,4.0,target,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,2,2100,1.0,5.0,lure,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,2,2100,1.0,5.0,lure,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,1,1020,1.0,5.0,lure,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,1,1020,1.0,5.0,lure,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,2,2100,1.0,1.0,scene_1,4,218.0,1447.0,1665.0,633.2,509.3,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1447.0,1665.0,0.0,test
51,2,2100,1.0,2.0,possible_answers,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,2,2100,1.0,3.0,scene_2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,1,1020,1.0,1.0,scene_1,4,218.0,1447.0,1665.0,633.2,509.3,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1447.0,1665.0,36.0,test
54,1,1020,1.0,2.0,possible_answers,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,1,1020,1.0,3.0,scene_2,4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,2,2100,1.0,4.0,target,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,2,2100,1.0,4.0,target,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,1,1020,1.0,4.0,target,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,1,1020,1.0,4.0,target,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,2,2100,1.0,5.0,lure,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,2,2100,1.0,5.0,lure,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,1,1020,1.0,5.0,lure,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,1,1020,1.0,5.0,lure,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,2,2100,1.0,1.0,scene_1,5,252.0,1690.0,1942.0,611.2,407.5,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1690.0,1942.0,0.0,test
65,2,2100,1.0,2.0,possible_answers,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,2,2100,1.0,3.0,scene_2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,1,1020,1.0,1.0,scene_1,5,252.0,1690.0,1942.0,611.2,407.5,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1690.0,1942.0,36.0,test
68,1,1020,1.0,2.0,possible_answers,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,1,1020,1.0,3.0,scene_2,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,2,2100,1.0,4.0,target,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,2,2100,1.0,4.0,target,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
72,1,1020,1.0,4.0,target,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
73,1,1020,1.0,4.0,target,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
74,2,2100,1.0,5.0,lure,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
75,2,2100,1.0,5.0,lure,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
76,1,1020,1.0,5.0,lure,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
77,1,1020,1.0,5.0,lure,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78,2,2100,1.0,1.0,scene_1,6,254.0,1993.0,2247.0,365.8,310.8,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1993.0,2247.0,0.0,test
79,2,2100,1.0,2.0,possible_answers,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
80,2,2100,1.0,3.0,scene_2,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81,1,1020,1.0,1.0,scene_1,6,254.0,1993.0,2247.0,365.8,310.8,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,1993.0,2247.0,36.0,test
82,1,1020,1.0,2.0,possible_answers,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
83,1,1020,1.0,3.0,scene_2,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
84,2,2100,1.0,4.0,target,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
85,2,2100,1.0,4.0,target,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
86,1,1020,1.0,4.0,target,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
87,1,1020,1.0,4.0,target,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
88,2,2100,1.0,5.0,lure,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
89,2,2100,1.0,5.0,lure,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
90,1,1020,1.0,5.0,lure,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
91,1,1020,1.0,5.0,lure,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
92,2,2100,1.0,1.0,scene_1,7,113.0,2309.0,2422.0,643.3,546.5,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2309.0,2422.0,0.0,test
93,2,2100,1.0,2.0,possible_answers,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
94,2,2100,1.0,3.0,scene_2,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
95,1,1020,1.0,1.0,scene_1,7,113.0,2309.0,2422.0,643.3,546.5,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2309.0,2422.0,36.0,test
96,1,1020,1.0,2.0,possible_answers,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
97,1,1020,1.0,3.0,scene_2,7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
98,2,2100,1.0,4.0,target,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
99,2,2100,1.0,4.0,target,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
100,1,1020,1.0,4.0,target,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
101,1,1020,1.0,4.0,target,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
102,2,2100,1.0,5.0,lure,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
103,2,2100,1.0,5.0,lure,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
104,1,1020,1.0,5.0,lure,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
105,1,1020,1.0,5.0,lure,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
106,2,2100,1.0,1.0,scene_1,8,477.0,2444.0,2921.0,625.0,511.7,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2444.0,2921.0,0.0,test
107,2,2100,1.0,2.0,possible_answers,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
108,2,2100,1.0,3.0,scene_2,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
109,1,1020,1.0,1.0,scene_1,8,477.0,2444.0,2921.0,625.0,511.7,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2444.0,2921.0,36.0,test
110,1,1020,1.0,2.0,possible_answers,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111,1,1020,1.0,3.0,scene_2,8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
112,2,2100,1.0,4.0,target,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
113,2,2100,1.0,4.0,target,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
114,1,1020,1.0,4.0,target,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
115,1,1020,1.0,4.0,target,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
116,2,2100,1.0,5.0,lure,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
117,2,2100,1.0,5.0,lure,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
118,1,1020,1.0,5.0,lure,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
119,1,1020,1.0,5.0,lure,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
120,2,2100,1.0,1.0,scene_1,9,203.0,2946.0,3149.0,685.2,467.4,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2946.0,3149.0,0.0,test
121,2,2100,1.0,2.0,possible_answers,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
122,2,2100,1.0,3.0,scene_2,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
123,1,1020,1.0,1.0,scene_1,9,203.0,2946.0,3149.0,685.2,467.4,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,2946.0,3149.0,36.0,test
124,1,1020,1.0,2.0,possible_answers,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125,1,1020,1.0,3.0,scene_2,9,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
126,2,2100,1.0,4.0,target,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
127,2,2100,1.0,4.0,target,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
128,1,1020,1.0,4.0,target,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
129,1,1020,1.0,4.0,target,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
130,2,2100,1.0,5.0,lure,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131,2,2100,1.0,5.0,lure,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
132,1,1020,1.0,5.0,lure,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
133,1,1020,1.0,5.0,lure,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
134,2,2100,1.0,1.0,scene_1,10,200.0,3184.0,3384.0,853.3,434.7,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,3184.0,3384.0,0.0,test
135,2,2100,1.0,2.0,possible_answers,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
136,2,2100,1.0,3.0,scene_2,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
137,1,1020,1.0,1.0,scene_1,10,200.0,3184.0,3384.0,853.3,434.7,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,3184.0,3384.0,36.0,test
138,1,1020,1.0,2.0,possible_answers,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
139,1,1020,1.0,3.0,scene_2,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
140,2,2100,1.0,4.0,target,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
141,2,2100,1.0,4.0,target,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
142,1,1020,1.0,4.0,target,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
143,1,1020,1.0,4.0,target,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
144,2,2100,1.0,5.0,lure,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
145,2,2100,1.0,5.0,lure,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
146,1,1020,1.0,5.0,lure,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
147,1,1020,1.0,5.0,lure,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
148,2,2100,1.0,1.0,scene_1,11,155.0,3442.0,3597.0,800.9,911.4,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,3442.0,3500.0,0.0,test
149,2,2100,1.0,2.0,possible_answers,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
150,2,2100,1.0,3.0,scene_2,11,155.0,3442.0,3597.0,800.9,911.4,0.0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,3501.0,3597.0,0.0,test
151,1,1020,1.0,1.0,scene_1,11,155.0,3442.0,3597.0,800.9,911.4,0.0,1280.0,"1280, 1024",1024.0,0.0,3500.0,0.0,"0,0",0.0,3442.0,3500.0,36.0,test
152,1,1020,1.0,2.0,possible_answers,11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
153,1,1020,1.0,3.0,scene_2,11,155.0,3442.0,3597.0,800.9,911.4,0.0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,3501.0,3597.0,36.0,test
154,2,2100,1.0,4.0,target,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
155,2,2100,1.0,4.0,target,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
156,1,1020,1.0,4.0,target,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
157,1,1020,1.0,4.0,target,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
158,2,2100,1.0,5.0,lure,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
159,2,2100,1.0,5.0,lure,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
160,1,1020,1.0,5.0,lure,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
161,1,1020,1.0,5.0,lure,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
162,2,2100,1.0,1.0,scene_1,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
163,2,2100,1.0,2.0,possible_answers,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
164,2,2100,1.0,3.0,scene_2,12,231.0,3649.0,3880.0,628.5,505.8,0.0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,3649.0,3880.0,0.0,test
165,1,1020,1.0,1.0,scene_1,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
166,1,1020,1.0,2.0,possible_answers,12,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
167,1,1020,1.0,3.0,scene_2,12,231.0,3649.0,3880.0,628.5,505.8,0.0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,3649.0,3880.0,36.0,test
168,2,2100,1.0,4.0,target,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
169,2,2100,1.0,4.0,target,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
170,1,1020,1.0,4.0,target,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
171,1,1020,1.0,4.0,target,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
172,2,2100,1.0,5.0,lure,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
173,2,2100,1.0,5.0,lure,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
174,1,1020,1.0,5.0,lure,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
175,1,1020,1.0,5.0,lure,13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
