,block_id,subject_id,trial_id,roi_id,roi_label,fix_id,duration,start_fix,stop_fix,x_fix,y_fix,index,bottom_right_x,bottom_right_xy,bottom_right_y,start_roi,stop_roi,top_left_x,top_left_xy,top_left_y,constrained_start,constrained_stop,level_0,phase
3399,1,1020,8.0,1.0,scene_1,641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3400,1,1020,8.0,2.0,possible_answers,641,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3401,1,1020,8.0,3.0,scene_2,641,241.0,4813.0,5054.0,651.0,531.6,7.0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,4813.0,5054.0,43.0,study
3402,2,2100,8.0,4.0,target,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3403,2,2100,8.0,4.0,target,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3404,1,1020,8.0,4.0,target,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3405,1,1020,8.0,4.0,target,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3406,2,2100,8.0,5.0,lure,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3407,2,2100,8.0,5.0,lure,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3408,1,1020,8.0,5.0,lure,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3409,1,1020,8.0,5.0,lure,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3410,2,2100,8.0,1.0,scene_1,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3411,2,2100,8.0,2.0,possible_answers,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3412,2,2100,8.0,3.0,scene_2,642,174.0,5076.0,5250.0,690.2,518.3,7.0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,5076.0,5250.0,7.0,study
3413,1,1020,8.0,1.0,scene_1,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3414,1,1020,8.0,2.0,possible_answers,642,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3415,1,1020,8.0,3.0,scene_2,642,174.0,5076.0,5250.0,690.2,518.3,7.0,1280.0,"1280, 1026",1026.0,3501.0,8000.0,0.0,"0,0",0.0,5076.0,5250.0,43.0,study
3416,2,2100,9.0,4.0,target,116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3417,2,2100,9.0,4.0,target,116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3418,1,1020,9.0,4.0,target,116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3419,1,1020,9.0,4.0,target,116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3420,2,2100,9.0,5.0,lure,116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3421,2,2100,9.0,5.0,lure,116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
