,level_0,subject_id,block_id,file_position,trial_id,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,start,stop,duration,type_count,index,phase
181,181,1020,1,906044,5.0,EFIX,L,1059928,1060093.0,166.0,402.7,537.1,3319,None,None,None,1057180,2748,2913.0,165.0,64,181,nan
182,182,1020,1,906098,5.0,SSACC,L,1060094,nan,nan,None,None,None,None,None,None,1057180,2914,nan,nan,60,182,nan
183,183,1020,1,906819,5.0,ESACC,L,1060094,1060112.0,19.0,403.0,542.8,375.2,494.9,1.45,109,1057180,2914,2932.0,18.0,60,183,nan
184,184,1020,1,924045,5.0,EFIX,L,1060113,1060575.0,463.0,368.0,480.5,3560,None,None,None,1057180,2933,3395.0,462.0,65,184,nan
185,185,1020,1,924099,5.0,SSACC,L,1060576,nan,nan,None,None,None,None,None,None,1057180,3396,nan,nan,61,185,nan
186,186,1020,1,925856,5.0,ESACC,L,1060576,1060622.0,47.0,362.0,469.6,607.7,506.4,6.77,354,1057180,3396,3442.0,46.0,61,186,nan
187,187,1020,1,932389,5.0,EFIX,L,1060623,1060796.0,174.0,610.6,503.7,3972,None,None,None,1057180,3443,3616.0,173.0,66,187,nan
188,188,1020,1,932443,5.0,SSACC,L,1060797,nan,nan,None,None,None,None,None,None,1057180,3617,nan,nan,62,188,nan
189,189,1020,1,932831,5.0,ESACC,L,1060797,1060806.0,10.0,607.7,505.3,615.1,523.7,0.52,59,1057180,3617,3626.0,9.0,62,189,nan
190,190,1020,1,943212,5.0,EFIX,L,1060807,1061084.0,278.0,612.5,525.6,4009,None,None,None,1057180,3627,3904.0,277.0,67,190,nan
191,191,1020,1,943266,5.0,SSACC,L,1061085,nan,nan,None,None,None,None,None,None,1057180,3905,nan,nan,63,191,nan
192,192,1020,1,943691,5.0,ESACC,L,1061085,1061095.0,11.0,611.1,523.3,592.4,536.3,0.61,64,1057180,3905,3915.0,10.0,63,192,nan
193,193,1020,1,953924,5.0,EFIX,L,1061096,1061369.0,274.0,596.5,540.4,3888,None,None,None,1057180,3916,4189.0,273.0,68,193,nan
194,194,1020,1,953978,5.0,SSACC,L,1061370,nan,nan,None,None,None,None,None,None,1057180,4190,nan,nan,64,194,nan
195,195,1020,1,955624,5.0,ESACC,L,1061370,1061413.0,44.0,594.7,543.6,869.3,412.4,8.27,322,1057180,4190,4233.0,43.0,64,195,nan
196,196,1020,1,967633,5.0,EFIX,L,1061414,1061735.0,322.0,870.1,410.3,3602,None,None,None,1057180,4234,4555.0,321.0,69,196,nan
197,197,1020,1,967687,5.0,SSACC,L,1061736,nan,nan,None,None,None,None,None,None,1057180,4556,nan,nan,65,197,nan
198,198,1020,1,969111,5.0,ESACC,L,1061736,1061773.0,38.0,871.7,410.6,601.3,507.1,7.84,379,1057180,4556,4593.0,37.0,65,198,nan
199,199,1020,1,980232,5.0,EFIX,L,1061774,1062071.0,298.0,609.4,507.9,3789,None,None,None,1057180,4594,4891.0,297.0,70,199,nan
200,200,1020,1,980286,5.0,SSACC,L,1062072,nan,nan,None,None,None,None,None,None,1057180,4892,nan,nan,66,200,nan
201,201,1020,1,981044,5.0,ESACC,L,1062072,1062091.0,20.0,611.6,509.4,564.5,532.5,1.42,133,1057180,4892,4911.0,19.0,66,201,nan
202,202,1020,1,987799,5.0,EFIX,L,1062092,1062271.0,180.0,574.4,531.0,3850,None,None,None,1057180,4912,5091.0,179.0,71,202,nan
203,203,1020,1,987853,5.0,SSACC,L,1062272,nan,nan,None,None,None,None,None,None,1057180,5092,nan,nan,67,203,nan
204,204,1020,1,988500,5.0,ESACC,L,1062272,1062288.0,17.0,573.8,531.2,611.4,519.8,1.07,99,1057180,5092,5108.0,16.0,67,204,nan
205,205,1020,1,993903,5.0,EFIX,L,1062289,1062429.0,141.0,607.4,518.7,3852,None,None,None,1057180,5109,5249.0,140.0,72,205,nan
206,206,1020,1,1010397,6.0,EFIX,L,1063152,1063566.0,415.0,655.7,522.4,2992,None,None,None,1063145,7,421.0,414.0,73,206,nan
207,207,1020,1,1010451,6.0,SSACC,L,1063567,nan,nan,None,None,None,None,None,None,1063145,422,nan,nan,68,207,nan
208,208,1020,1,1011394,6.0,ESACC,L,1063567,1063591.0,25.0,652.7,518.6,562.9,498.8,2.52,165,1063145,422,446.0,24.0,68,208,nan
209,209,1020,1,1019777,6.0,EFIX,L,1063592,1063815.0,224.0,560.7,496.7,2760,None,None,None,1063145,447,670.0,223.0,74,209,nan
210,210,1020,1,1019831,6.0,SSACC,L,1063816,nan,nan,None,None,None,None,None,None,1063145,671,nan,nan,69,210,nan
211,211,1020,1,1022032,6.0,ESACC,L,1063816,1063874.0,59.0,564.4,495.7,901.6,891.1,13.26,447,1063145,671,729.0,58.0,69,211,nan
212,212,1020,1,1032376,6.0,EFIX,L,1063875,1064151.0,277.0,886.2,874.2,2260,None,None,None,1063145,730,1006.0,276.0,75,212,nan
213,213,1020,1,1032430,6.0,SSACC,L,1064152,nan,nan,None,None,None,None,None,None,1063145,1007,nan,nan,70,213,nan
214,214,1020,1,1033891,6.0,ESACC,L,1064152,1064190.0,39.0,887.6,871.6,709.9,823.7,4.78,205,1063145,1007,1045.0,38.0,70,214,nan
215,215,1020,1,1037908,6.0,EFIX,L,1064191,1064296.0,106.0,718.2,825.0,2097,None,None,None,1063145,1046,1151.0,105.0,76,215,nan
216,216,1020,1,1037962,6.0,SSACC,L,1064297,nan,nan,None,None,None,None,None,None,1063145,1152,nan,nan,71,216,nan
217,217,1020,1,1039645,6.0,ESACC,L,1064297,1064341.0,45.0,723.5,826.7,1106.7,756.4,10.07,377,1063145,1152,1196.0,44.0,71,217,nan
218,218,1020,1,1061459,6.0,EFIX,L,1064342,1064928.0,587.0,1089.9,754.7,1746,None,None,None,1063145,1197,1783.0,586.0,77,218,nan
219,219,1020,1,1061513,6.0,SSACC,L,1064929,nan,nan,None,None,None,None,None,None,1063145,1784,nan,nan,72,219,nan
220,220,1020,1,1063344,6.0,ESACC,L,1064929,1064977.0,49.0,1088.0,750.6,677.5,618.5,11.30,395,1063145,1784,1832.0,48.0,72,220,nan
221,221,1020,1,1069692,6.0,EFIX,L,1064978,1065146.0,169.0,688.9,620.3,1745,None,None,None,1063145,1833,2001.0,168.0,78,221,nan
222,222,1020,1,1069746,6.0,SSACC,L,1065147,nan,nan,None,None,None,None,None,None,1063145,2002,nan,nan,73,222,nan
223,223,1020,1,1071133,6.0,ESACC,L,1065147,1065183.0,37.0,692.1,620.1,558.0,525.2,4.39,207,1063145,2002,2038.0,36.0,73,223,nan
224,224,1020,1,1080145,6.0,EFIX,L,1065184,1065424.0,241.0,562.9,525.5,1788,None,None,None,1063145,2039,2279.0,240.0,79,224,nan
225,225,1020,1,1080199,6.0,SSACC,L,1065425,nan,nan,None,None,None,None,None,None,1063145,2280,nan,nan,74,225,nan
226,226,1020,1,1081290,6.0,ESACC,L,1065425,1065453.0,29.0,565.7,526.2,691.8,552.0,3.51,228,1063145,2280,2308.0,28.0,74,226,nan
227,227,1020,1,1090302,6.0,EFIX,L,1065454,1065694.0,241.0,689.2,547.4,1786,None,None,None,1063145,2309,2549.0,240.0,80,227,nan
228,228,1020,1,1090356,6.0,SSACC,L,1065695,nan,nan,None,None,None,None,None,None,1063145,2550,nan,nan,75,228,nan
229,229,1020,1,1092446,6.0,ESACC,L,1065695,1065750.0,56.0,686.6,546.2,906.4,1002.0,12.41,422,1063145,2550,2605.0,55.0,75,229,nan
230,230,1020,1,1098091,6.0,EFIX,L,1065751,1065900.0,150.0,898.7,988.4,1828,None,None,None,1063145,2606,2755.0,149.0,81,230,nan
231,231,1020,1,1098145,6.0,SSACC,L,1065901,nan,nan,None,None,None,None,None,None,1063145,2756,nan,nan,76,231,nan
232,232,1020,1,1100124,6.0,ESACC,L,1065901,1065953.0,53.0,896.9,982.1,695.1,567.8,11.33,356,1063145,2756,2808.0,52.0,76,232,nan
233,233,1020,1,1110949,6.0,EFIX,L,1065954,1066243.0,290.0,701.1,573.4,1870,None,None,None,1063145,2809,3098.0,289.0,82,233,nan
234,234,1020,1,1111003,6.0,SSACC,L,1066244,nan,nan,None,None,None,None,None,None,1063145,3099,nan,nan,77,234,nan
235,235,1020,1,1111798,6.0,ESACC,L,1066244,1066264.0,21.0,700.9,576.3,650.3,548.2,1.56,122,1063145,3099,3119.0,20.0,77,235,nan
236,236,1020,1,1132502,6.0,EFIX,L,1066265,1066821.0,557.0,642.6,544.6,2196,None,None,None,1063145,3120,3676.0,556.0,83,236,nan
237,237,1020,1,1132556,6.0,SSACC,L,1066822,nan,nan,None,None,None,None,None,None,1063145,3677,nan,nan,78,237,nan
238,238,1020,1,1136416,6.0,EBLINK,L,1066860,1066937.0,78.0,None,None,None,None,None,None,1063145,3715,3792.0,77.0,1,238,nan
239,239,1020,1,1138702,6.0,ESACC,L,1066822,1066998.0,177.0,642.4,550.6,659.6,542.5,0.52,659,1063145,3677,3853.0,176.0,78,239,nan
240,240,1020,1,1151193,6.0,EFIX,L,1066999,1067333.0,335.0,654.7,556.0,2569,None,None,None,1063145,3854,4188.0,334.0,84,240,nan
241,241,1020,1,1151247,6.0,SSACC,L,1067334,nan,nan,None,None,None,None,None,None,1063145,4189,nan,nan,79,241,nan
242,242,1020,1,1152079,6.0,ESACC,L,1067334,1067355.0,22.0,655.4,559.0,644.8,595.8,0.99,70,1063145,4189,4210.0,21.0,79,242,nan
243,243,1020,1,1163274,6.0,EFIX,L,1067356,1067655.0,300.0,643.9,593.8,2580,None,None,None,1063145,4211,4510.0,299.0,85,243,nan
244,244,1020,1,1163328,6.0,SSACC,L,1067656,nan,nan,None,None,None,None,None,None,1063145,4511,nan,nan,80,244,nan
245,245,1020,1,1163679,6.0,ESACC,L,1067656,1067664.0,9.0,644.8,593.0,661.7,591.9,0.46,56,1063145,4511,4519.0,8.0,80,245,nan
246,246,1020,1,1177907,6.0,EFIX,L,1067665,1068046.0,382.0,659.7,592.8,2498,None,None,None,1063145,4520,4901.0,381.0,86,246,nan
247,247,1020,1,1177961,6.0,SSACC,L,1068047,nan,nan,None,None,None,None,None,None,1063145,4902,nan,nan,81,247,nan
248,248,1020,1,1178756,6.0,ESACC,L,1068047,1068067.0,21.0,658.3,589.9,652.7,529.3,1.57,115,1063145,4902,4922.0,20.0,81,248,nan
249,249,1020,1,1186695,6.0,EFIX,L,1068068,1068279.0,212.0,651.0,526.7,2505,None,None,None,1063145,4923,5134.0,211.0,87,249,nan
250,250,1020,1,1186749,6.0,SSACC,L,1068280,nan,nan,None,None,None,None,None,None,1063145,5135,nan,nan,82,250,nan
251,251,1020,1,1187322,6.0,ESACC,L,1068280,1068294.0,15.0,649.2,525.5,673.1,548.7,0.89,83,1063145,5135,5149.0,14.0,82,251,nan
252,252,1020,1,1191208,6.0,EFIX,L,1068295,1068394.0,100.0,671.3,547.9,2556,None,None,None,1063145,5150,5249.0,99.0,88,252,nan
253,253,1020,1,1199162,7.0,EFIX,L,1069033,1069216.0,184.0,664.9,552.9,2707,None,None,None,1069026,7,190.0,183.0,89,253,nan
254,254,1020,1,1199216,7.0,SSACC,L,1069217,nan,nan,None,None,None,None,None,None,1069026,191,nan,nan,83,254,nan
255,255,1020,1,1199604,7.0,ESACC,L,1069217,1069226.0,10.0,662.1,547.5,651.8,541.8,0.32,37,1069026,191,200.0,9.0,83,255,nan
256,256,1020,1,1211132,7.0,EFIX,L,1069227,1069535.0,309.0,650.2,536.8,3023,None,None,None,1069026,201,509.0,308.0,90,256,nan
257,257,1020,1,1211186,7.0,SSACC,L,1069536,nan,nan,None,None,None,None,None,None,1069026,510,nan,nan,84,257,nan
258,258,1020,1,1213794,7.0,ESACC,L,1069536,1069605.0,70.0,652.8,536.3,689.9,434.9,2.84,518,1069026,510,579.0,69.0,84,258,nan
259,259,1020,1,1214777,7.0,EFIX,L,1069606,1069629.0,24.0,687.9,441.9,3303,None,None,None,1069026,580,603.0,23.0,91,259,nan
260,260,1020,1,1214830,7.0,SSACC,L,1069630,nan,nan,None,None,None,None,None,None,1069026,604,nan,nan,85,260,nan
261,261,1020,1,1215218,7.0,ESACC,L,1069630,1069639.0,10.0,684.7,452.6,684.1,473.4,0.55,65,1069026,604,613.0,9.0,85,261,nan
262,262,1020,1,1225562,7.0,EFIX,L,1069640,1069916.0,277.0,683.5,476.3,3235,None,None,None,1069026,614,890.0,276.0,92,262,nan
263,263,1020,1,1225616,7.0,SSACC,L,1069917,nan,nan,None,None,None,None,None,None,1069026,891,nan,nan,86,263,nan
264,264,1020,1,1226559,7.0,ESACC,L,1069917,1069941.0,25.0,683.0,475.9,618.5,529.2,2.25,144,1069026,891,915.0,24.0,86,264,nan
265,265,1020,1,1233166,7.0,EFIX,L,1069942,1070117.0,176.0,618.4,554.3,3421,None,None,None,1069026,916,1091.0,175.0,93,265,nan
266,266,1020,1,1233220,7.0,SSACC,L,1070118,nan,nan,None,None,None,None,None,None,1069026,1092,nan,nan,87,266,nan
267,267,1020,1,1238005,7.0,EBLINK,L,1070150,1070264.0,115.0,None,None,None,None,None,None,1069026,1124,1238.0,114.0,2,267,nan
268,268,1020,1,1239663,7.0,ESACC,L,1070118,1070308.0,191.0,616.2,553.0,647.0,430.2,3.32,655,1069026,1092,1282.0,190.0,87,268,nan
269,269,1020,1,1250193,7.0,EFIX,L,1070309,1070590.0,282.0,646.0,475.1,3650,None,None,None,1069026,1283,1564.0,281.0,94,269,nan
270,270,1020,1,1250247,7.0,SSACC,L,1070591,nan,nan,None,None,None,None,None,None,1069026,1565,nan,nan,88,270,nan
271,271,1020,1,1251005,7.0,ESACC,L,1070591,1070610.0,20.0,646.0,485.1,654.4,541.4,1.48,112,1069026,1565,1584.0,19.0,88,271,nan
272,272,1020,1,1347263,7.0,EFIX,L,1070611,1073209.0,2599.0,647.2,532.8,3707,None,None,None,1069026,1585,4183.0,2598.0,95,272,nan
273,273,1020,1,1347318,7.0,SSACC,L,1073210,nan,nan,None,None,None,None,None,None,1069026,4184,nan,nan,89,273,nan
274,274,1020,1,1349200,7.0,EBLINK,L,1073249,1073261.0,13.0,None,None,None,None,None,None,1069026,4223,4235.0,12.0,3,274,nan
275,275,1020,1,1350931,7.0,ESACC,L,1073210,1073307.0,98.0,630.0,514.1,623.8,454.6,1.57,719,1069026,4184,4281.0,97.0,89,275,nan
276,276,1020,1,1357797,7.0,EFIX,L,1073308,1073490.0,183.0,619.2,474.0,4481,None,None,None,1069026,4282,4464.0,182.0,96,276,nan
277,277,1020,1,1357851,7.0,SSACC,L,1073491,nan,nan,None,None,None,None,None,None,1069026,4465,nan,nan,90,277,nan
278,278,1020,1,1358239,7.0,ESACC,L,1073491,1073500.0,10.0,619.4,491.2,622.7,510.2,0.50,57,1069026,4465,4474.0,9.0,90,278,nan
279,279,1020,1,1367251,7.0,EFIX,L,1073501,1073741.0,241.0,622.7,513.4,4438,None,None,None,1069026,4475,4715.0,240.0,97,279,nan
280,280,1020,1,1367305,7.0,SSACC,L,1073742,nan,nan,None,None,None,None,None,None,1069026,4716,nan,nan,91,280,nan
281,281,1020,1,1368026,7.0,ESACC,L,1073742,1073760.0,19.0,621.4,513.3,660.4,506.1,1.09,100,1069026,4716,4734.0,18.0,91,281,nan
282,282,1020,1,1375558,7.0,EFIX,L,1073761,1073961.0,201.0,652.8,502.7,4396,None,None,None,1069026,4735,4935.0,200.0,98,282,nan
283,283,1020,1,1375612,7.0,SSACC,L,1073962,nan,nan,None,None,None,None,None,None,1069026,4936,nan,nan,92,283,nan
284,284,1020,1,1376333,7.0,ESACC,L,1073962,1073980.0,19.0,653.9,504.7,614.4,510.3,1.09,99,1069026,4936,4954.0,18.0,92,284,nan
285,285,1020,1,1387471,7.0,EFIX,L,1073981,1074276.0,296.0,627.0,507.5,4353,None,None,None,1069026,4955,5250.0,295.0,99,285,nan
286,286,1020,1,1403439,8.0,EFIX,L,1074981,1075381.0,401.0,654.8,577.2,2917,None,None,None,1074974,7,407.0,400.0,100,286,nan
287,287,1020,1,1403493,8.0,SSACC,L,1075382,nan,nan,None,None,None,None,None,None,1074974,408,nan,nan,93,287,nan
288,288,1020,1,1404954,8.0,ESACC,L,1075382,1075420.0,39.0,655.2,570.1,781.7,419.3,5.25,216,1074974,408,446.0,38.0,93,288,nan
289,289,1020,1,1414521,8.0,EFIX,L,1075421,1075676.0,256.0,786.4,422.7,2862,None,None,None,1074974,447,702.0,255.0,101,289,nan
290,290,1020,1,1414575,8.0,SSACC,L,1075677,nan,nan,None,None,None,None,None,None,1074974,703,nan,nan,94,290,nan
291,291,1020,1,1416147,8.0,ESACC,L,1075677,1075718.0,42.0,792.5,427.5,568.4,373.0,6.37,262,1074974,703,744.0,41.0,94,291,nan
292,292,1020,1,1423494,8.0,EFIX,L,1075719,1075914.0,196.0,578.5,376.0,2465,None,None,None,1074974,745,940.0,195.0,102,292,nan
293,293,1020,1,1423548,8.0,SSACC,L,1075915,nan,nan,None,None,None,None,None,None,1074974,941,nan,nan,95,293,nan
294,294,1020,1,1425342,8.0,ESACC,L,1075915,1075962.0,48.0,580.5,376.7,1017.8,400.0,11.95,467,1074974,941,988.0,47.0,95,294,nan
295,295,1020,1,1431024,8.0,EFIX,L,1075963,1076113.0,151.0,1011.8,398.4,2226,None,None,None,1074974,989,1139.0,150.0,103,295,nan
296,296,1020,1,1431078,8.0,SSACC,L,1076114,nan,nan,None,None,None,None,None,None,1074974,1140,nan,nan,96,296,nan
297,297,1020,1,1432613,8.0,ESACC,L,1076114,1076154.0,41.0,1013.8,398.0,751.8,565.7,8.32,439,1074974,1140,1180.0,40.0,96,297,nan
298,298,1020,1,1443660,8.0,EFIX,L,1076155,1076450.0,296.0,761.2,562.4,2353,None,None,None,1074974,1181,1476.0,295.0,104,298,nan
299,299,1020,1,1443714,8.0,SSACC,L,1076451,nan,nan,None,None,None,None,None,None,1074974,1477,nan,nan,97,299,nan
300,300,1020,1,1444694,8.0,ESACC,L,1076451,1076476.0,26.0,760.1,563.2,849.8,551.9,2.45,169,1074974,1477,1502.0,25.0,97,300,nan
301,301,1020,1,1470874,8.0,EFIX,L,1076477,1077181.0,705.0,848.6,551.5,2243,None,None,None,1074974,1503,2207.0,704.0,105,301,nan
302,302,1020,1,1470928,8.0,SSACC,L,1077182,nan,nan,None,None,None,None,None,None,1074974,2208,nan,nan,98,302,nan
303,303,1020,1,1472426,8.0,ESACC,L,1077182,1077221.0,40.0,852.3,551.5,621.6,538.9,6.29,263,1074974,2208,2247.0,39.0,98,303,nan
304,304,1020,1,1480883,8.0,EFIX,L,1077222,1077447.0,226.0,624.4,540.4,2372,None,None,None,1074974,2248,2473.0,225.0,106,304,nan
305,305,1020,1,1480937,8.0,SSACC,L,1077448,nan,nan,None,None,None,None,None,None,1074974,2474,nan,nan,99,305,nan
306,306,1020,1,1483138,8.0,ESACC,L,1077448,1077506.0,59.0,625.8,542.1,573.8,979.0,10.71,279,1074974,2474,2532.0,58.0,99,306,nan
307,307,1020,1,1488598,8.0,EFIX,L,1077507,1077651.0,145.0,574.8,970.8,2499,None,None,None,1074974,2533,2677.0,144.0,107,307,nan
308,308,1020,1,1488652,8.0,SSACC,L,1077652,nan,nan,None,None,None,None,None,None,1074974,2678,nan,nan,100,308,nan
309,309,1020,1,1490483,8.0,ESACC,L,1077652,1077700.0,49.0,573.7,967.9,634.7,568.4,9.83,385,1074974,2678,2726.0,48.0,100,309,nan
310,310,1020,1,1505785,8.0,EFIX,L,1077701,1078111.0,411.0,638.5,577.1,2381,None,None,None,1074974,2727,3137.0,410.0,108,310,nan
311,311,1020,1,1505839,8.0,SSACC,L,1078112,nan,nan,None,None,None,None,None,None,1074974,3138,nan,nan,101,311,nan
312,312,1020,1,1507966,8.0,ESACC,L,1078112,1078168.0,57.0,638.3,578.2,99.5,543.3,14.28,394,1074974,3138,3194.0,56.0,101,312,nan
313,313,1020,1,1518458,8.0,EFIX,L,1078169,1078449.0,281.0,118.3,543.2,2844,None,None,None,1074974,3195,3475.0,280.0,109,313,nan
314,314,1020,1,1518512,8.0,SSACC,L,1078450,nan,nan,None,None,None,None,None,None,1074974,3476,nan,nan,102,314,nan
315,315,1020,1,1520454,8.0,ESACC,L,1078450,1078501.0,52.0,119.2,538.9,451.9,254.8,11.57,344,1074974,3476,3527.0,51.0,102,315,nan
316,316,1020,1,1527949,8.0,EFIX,L,1078502,1078701.0,200.0,454.9,245.3,2606,None,None,None,1074974,3528,3727.0,199.0,110,316,nan
317,317,1020,1,1528003,8.0,SSACC,L,1078702,nan,nan,None,None,None,None,None,None,1074974,3728,nan,nan,103,317,nan
318,318,1020,1,1529427,8.0,ESACC,L,1078702,1078739.0,38.0,457.8,247.4,372.7,134.4,3.85,164,1074974,3728,3765.0,37.0,103,318,nan
319,319,1020,1,1541510,8.0,EFIX,L,1078740,1079063.0,324.0,376.9,134.9,2458,None,None,None,1074974,3766,4089.0,323.0,111,319,nan
320,320,1020,1,1541564,8.0,SSACC,L,1079064,nan,nan,None,None,None,None,None,None,1074974,4090,nan,nan,104,320,nan
321,321,1020,1,1543728,8.0,ESACC,L,1079064,1079121.0,58.0,378.1,132.3,670.5,440.0,11.52,395,1074974,4090,4147.0,57.0,104,321,nan
322,322,1020,1,1547930,8.0,EFIX,L,1079122,1079232.0,111.0,656.8,440.2,2790,None,None,None,1074974,4148,4258.0,110.0,112,322,nan
323,323,1020,1,1547984,8.0,SSACC,L,1079233,nan,nan,None,None,None,None,None,None,1074974,4259,nan,nan,105,323,nan
324,324,1020,1,1549112,8.0,ESACC,L,1079233,1079262.0,30.0,652.7,434.4,647.1,554.7,3.15,191,1074974,4259,4288.0,29.0,105,324,nan
325,325,1020,1,1557865,8.0,EFIX,L,1079263,1079496.0,234.0,644.6,542.2,3024,None,None,None,1074974,4289,4522.0,233.0,113,325,nan
326,326,1020,1,1557919,8.0,SSACC,L,1079497,nan,nan,None,None,None,None,None,None,1074974,4523,nan,nan,106,326,nan
327,327,1020,1,1558344,8.0,ESACC,L,1079497,1079507.0,11.0,642.9,537.1,624.1,529.0,0.56,56,1074974,4523,4533.0,10.0,106,327,nan
328,328,1020,1,1579418,8.0,EFIX,L,1079508,1080074.0,567.0,627.0,533.8,2739,None,None,None,1074974,4534,5100.0,566.0,114,328,nan
329,329,1020,1,1579472,8.0,SSACC,L,1080075,nan,nan,None,None,None,None,None,None,1074974,5101,nan,nan,107,329,nan
330,330,1020,1,1580119,8.0,ESACC,L,1080075,1080091.0,17.0,632.0,536.5,669.7,536.7,1.03,103,1074974,5101,5117.0,16.0,107,330,nan
331,331,1020,1,1585300,8.0,EFIX,L,1080092,1080226.0,135.0,669.7,534.4,2544,None,None,None,1074974,5118,5252.0,134.0,115,331,nan
332,332,1020,1,1593805,9.0,EFIX,L,1080865,1081063.0,199.0,669.1,520.3,2213,None,None,None,1080858,7,205.0,198.0,116,332,nan
333,333,1020,1,1593859,9.0,SSACC,L,1081064,nan,nan,None,None,None,None,None,None,1080858,206,nan,nan,108,333,nan
334,334,1020,1,1594284,9.0,ESACC,L,1081064,1081074.0,11.0,667.9,516.3,645.6,515.0,0.61,65,1080858,206,216.0,10.0,108,334,nan
335,335,1020,1,1609808,9.0,EFIX,L,1081075,1081491.0,417.0,646.7,510.8,2385,None,None,None,1080858,217,633.0,416.0,117,335,nan
336,336,1020,1,1609862,9.0,SSACC,L,1081492,nan,nan,None,None,None,None,None,None,1080858,634,nan,nan,109,336,nan
337,337,1020,1,1613685,9.0,EBLINK,L,1081591,1081594.0,4.0,None,None,None,None,None,None,1080858,733,736.0,3.0,4,337,nan
338,338,1020,1,1615378,9.0,ESACC,L,1081492,1081639.0,148.0,651.0,518.0,707.9,428.5,2.82,3270,1080858,634,781.0,147.0,109,338,nan
339,339,1020,1,1628609,9.0,EFIX,L,1081640,1081994.0,355.0,686.0,482.6,2995,None,None,None,1080858,782,1136.0,354.0,118,339,nan
340,340,1020,1,1628663,9.0,SSACC,L,1081995,nan,nan,None,None,None,None,None,None,1080858,1137,nan,nan,110,340,nan
341,341,1020,1,1629532,9.0,ESACC,L,1081995,1082017.0,23.0,679.0,483.6,623.9,532.4,1.98,137,1080858,1137,1159.0,22.0,110,341,nan
342,342,1020,1,1634511,9.0,EFIX,L,1082018,1082149.0,132.0,631.7,542.2,3196,None,None,None,1080858,1160,1291.0,131.0,119,342,nan
343,343,1020,1,1634565,9.0,SSACC,L,1082150,nan,nan,None,None,None,None,None,None,1080858,1292,nan,nan,111,343,nan
344,344,1020,1,1637577,9.0,EBLINK,L,1082181,1082239.0,59.0,None,None,None,None,None,None,1080858,1323,1381.0,58.0,5,344,nan
345,345,1020,1,1639567,9.0,ESACC,L,1082150,1082292.0,143.0,629.8,540.0,657.2,495.6,1.38,1594,1080858,1292,1434.0,142.0,111,345,nan
346,346,1020,1,1641809,9.0,EFIX,L,1082293,1082350.0,58.0,656.3,502.8,3529,None,None,None,1080858,1435,1492.0,57.0,120,346,nan
347,347,1020,1,1641862,9.0,SSACC,L,1082351,nan,nan,None,None,None,None,None,None,1080858,1493,nan,nan,112,347,nan
348,348,1020,1,1658453,9.0,EBLINK,L,1082470,1082861.0,392.0,None,None,None,None,None,None,1080858,1612,2003.0,391.0,6,348,nan
349,349,1020,1,1663182,9.0,ESACC,L,1082351,1082988.0,638.0,656.5,517.6,628.9,477.0,1.31,587,1080858,1493,2130.0,637.0,112,349,nan
350,350,1020,1,1671159,9.0,EFIX,L,1082989,1083201.0,213.0,637.9,493.9,3417,None,None,None,1080858,2131,2343.0,212.0,121,350,nan
351,351,1020,1,1671213,9.0,SSACC,L,1083202,nan,nan,None,None,None,None,None,None,1080858,2344,nan,nan,113,351,nan
352,352,1020,1,1671971,9.0,ESACC,L,1083202,1083221.0,20.0,632.4,497.5,626.9,549.7,1.36,127,1080858,2344,2363.0,19.0,113,352,nan
353,353,1020,1,1684905,9.0,EFIX,L,1083222,1083568.0,347.0,624.6,544.6,3462,None,None,None,1080858,2364,2710.0,346.0,122,353,nan
354,354,1020,1,1684959,9.0,SSACC,L,1083569,nan,nan,None,None,None,None,None,None,1080858,2711,nan,nan,114,354,nan
355,355,1020,1,1685347,9.0,ESACC,L,1083569,1083578.0,10.0,622.4,541.1,625.4,525.5,0.41,45,1080858,2711,2720.0,9.0,114,355,nan
356,356,1020,1,1702943,9.0,EFIX,L,1083579,1084051.0,473.0,621.0,523.5,3445,None,None,None,1080858,2721,3193.0,472.0,123,356,nan
357,357,1020,1,1702997,9.0,SSACC,L,1084052,nan,nan,None,None,None,None,None,None,1080858,3194,nan,nan,115,357,nan
358,358,1020,1,1703459,9.0,ESACC,L,1084052,1084063.0,12.0,622.9,524.5,643.0,542.6,0.72,75,1080858,3194,3205.0,11.0,115,358,nan
359,359,1020,1,1713581,9.0,EFIX,L,1084064,1084334.0,271.0,647.1,545.4,3581,None,None,None,1080858,3206,3476.0,270.0,124,359,nan
360,360,1020,1,1713635,9.0,SSACC,L,1084335,nan,nan,None,None,None,None,None,None,1080858,3477,nan,nan,116,360,nan
361,361,1020,1,1714134,9.0,ESACC,L,1084335,1084347.0,13.0,648.2,548.2,628.3,534.7,0.65,58,1080858,3477,3489.0,12.0,116,361,nan
362,362,1020,1,1725588,9.0,EFIX,L,1084348,1084654.0,307.0,629.7,527.7,3727,None,None,None,1080858,3490,3796.0,306.0,125,362,nan
363,363,1020,1,1725642,9.0,SSACC,L,1084655,nan,nan,None,None,None,None,None,None,1080858,3797,nan,nan,117,363,nan
364,364,1020,1,1726178,9.0,ESACC,L,1084655,1084668.0,14.0,626.6,528.0,611.1,544.3,0.60,56,1080858,3797,3810.0,13.0,117,364,nan
