,subject_id,block_id,file_position,type,eye,block_relative_start,block_relative_stop,eprime_duration,5,6,7,8,9,10,trial_start,trial_id,level_0,index,phase
142,1020,1,687143,EFIX,L,1053301,1053569,269,593.4,470.5,4378,None,None,None,1051232,4.0,39,3,study
143,1020,1,687197,SSACC,L,1053570,None,None,None,None,None,None,None,None,1051232,4.0,39,3,study
144,1020,1,687696,ESACC,L,1053570,1053582,13,593.6,473.5,613.5,495.4,0.79,77,1051232,4.0,39,3,study
145,1020,1,703775,EFIX,L,1053583,1054014,432,614.6,511.8,4020,None,None,None,1051232,4.0,39,3,study
146,1020,1,703829,SSACC,L,1054015,None,None,None,None,None,None,None,None,1051232,4.0,39,3,study
147,1020,1,704217,ESACC,L,1054015,1054024,10,617.5,523.2,603.7,526.6,0.39,44,1051232,4.0,39,3,study
148,1020,1,724847,EFIX,L,1054025,1054579,555,603.5,524.6,3370,None,None,None,1051232,4.0,39,3,study
149,1020,1,724901,SSACC,L,1054580,None,None,None,None,None,None,None,None,1051232,4.0,39,3,study
150,1020,1,725585,ESACC,L,1054580,1054597,18,601.2,521.2,632.2,537.3,0.95,81,1051232,4.0,39,3,study
151,1020,1,733672,EFIX,L,1054598,1054813,216,628.4,537.4,3399,None,None,None,1051232,4.0,39,3,study
152,1020,1,733726,SSACC,L,1054814,None,None,None,None,None,None,None,None,1051232,4.0,39,3,study
153,1020,1,734410,ESACC,L,1054814,1054831,18,627.7,534.0,589.7,545.2,1.08,101,1051232,4.0,39,3,study
154,1020,1,772430,EFIX,L,1054832,1055856,1025,601.3,546.3,3744,None,None,None,1051232,4.0,39,3,study
155,1020,1,772485,SSACC,L,1055857,None,None,None,None,None,None,None,None,1051232,4.0,39,3,study
156,1020,1,773132,ESACC,L,1055857,1055873,17,603.4,543.5,620.8,503.7,1.14,91,1051232,4.0,39,3,study
157,1020,1,795851,EFIX,L,1055874,1056482,609,620.5,492.9,4063,None,None,None,1051232,4.0,39,3,study
158,1020,1,796434,START,1057180,LEFT,SAMPLES,EVENTS,None,None,None,None,None,None,1057180,5.0,40,4,test
159,1020,1,802310,EFIX,L,1057187,1057330,144,634.3,559.0,2805,None,None,None,1057180,5.0,40,4,test
160,1020,1,802364,SSACC,L,1057331,None,None,None,None,None,None,None,None,1057180,5.0,40,4,test
